rank,model_id,downloads,likes,model_type,architectures,parameters (str),parameters,library,is_gated,is_moe,config_class,is_supported,Year
727,trl-internal-testing/tiny-Phi3ForCausalLM,43272,0,phi3,Phi3ForCausalLM,0.0B,514136,transformers,False,False,Phi3Config,True,2024
728,lmstudio-community/Seed-OSS-36B-Instruct-MLX-5bit,43090,1,seed_oss,SeedOssForCausalLM,36B,36000000000,transformers,False,False,SeedOssConfig,False,2025
729,lmstudio-community/Seed-OSS-36B-Instruct-MLX-6bit,43031,0,seed_oss,SeedOssForCausalLM,36B,36000000000,transformers,False,False,SeedOssConfig,False,2025
730,huihui-ai/Qwen2.5-14B-Instruct-abliterated,43013,6,qwen2,Qwen2ForCausalLM,14B,14000000000,transformers,False,False,Qwen2Config,True,2024
731,unsloth/Qwen2.5-0.5B-Instruct-unsloth-bnb-4bit,42882,4,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2025
732,bigscience/bloom-1b7,42619,122,bloom,BloomForCausalLM,1.7B,1722408960,transformers,False,False,BloomConfig,False,2022
733,RedHatAI/Qwen3-8B-FP8-dynamic,42582,12,qwen3,Qwen3ForCausalLM,8B,8000000000,,False,False,Qwen3Config,True,2025
734,casperhansen/llama-3-70b-instruct-awq,42459,71,llama,LlamaForCausalLM,70b,70000000000,transformers,False,False,LlamaConfig,True,2024
735,unsloth/Llama-3.3-70B-Instruct,42457,51,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
736,nvidia/Nemotron-H-8B-Base-8K,42260,57,,,8B,8000000000,transformers,False,False,NemotronHConfig,False,2025
737,CohereLabs/aya-expanse-8b,42156,429,cohere,CohereForCausalLM,8b,8000000000,transformers,True,False,,False,2024
738,inclusionAI/Ling-lite-1.5,41506,58,bailing_moe,BailingMoeForCausalLM,17B,16801974272,transformers,False,True,BailingMoeConfig,False,2025
739,RedHatAI/Meta-Llama-3.1-8B-Instruct-quantized.w4a16,41433,30,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
740,datificate/gpt2-small-spanish,41318,34,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
741,peft-internal-testing/tiny-random-gpt2,41294,0,gpt2,GPT2LMHeadModel,0.0B,111968,transformers,False,False,GPT2Config,False,2025
742,lmstudio-community/QwQ-32B-MLX-4bit,41237,0,qwen2,Qwen2ForCausalLM,32B,32000000000,,False,False,Qwen2Config,True,2025
743,openbmb/MiniCPM3-4B,41115,419,minicpm3,MiniCPM3ForCausalLM,4B,4000000000,transformers,False,False,MiniCPM3Config,False,2024
744,tencent/Hunyuan-A13B-Instruct,41086,794,hunyuan_v1_moe,HunYuanMoEV1ForCausalLM,,,transformers,False,True,HunYuanConfig,False,2025
745,lmstudio-community/QwQ-32B-MLX-8bit,41068,0,qwen2,Qwen2ForCausalLM,32B,32000000000,,False,False,Qwen2Config,True,2025
746,allenai/OLMo-1B-hf,41026,30,olmo,OlmoForCausalLM,1B,1000000000,transformers,False,False,OlmoConfig,True,2024
747,nvidia/Llama-3_3-Nemotron-Super-49B-v1_5,40920,233,nemotron-nas,DeciLMForCausalLM,49B,49000000000,transformers,False,False,DeciLMConfig,False,2025
748,deepseek-ai/deepseek-moe-16b-base,40906,146,deepseek,DeepseekForCausalLM,16b,16000000000,transformers,False,True,DeepseekConfig,False,2024
749,hpcai-tech/grok-1,40843,77,,Grok1ModelForCausalLM,,,transformers,False,False,Grok1Config,False,2024
750,RedHatAI/Qwen3-8B-quantized.w4a16,40537,3,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
751,allenai/OLMo-2-0425-1B-Instruct,40484,57,olmo2,Olmo2ForCausalLM,1B,1000000000,transformers,False,False,Olmo2Config,True,2025
752,stelterlab/Qwen3-Coder-30B-A3B-Instruct-AWQ,40333,5,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
753,mlx-community/LFM2.5-1.2B-Instruct-4bit,40268,1,lfm2,Lfm2ForCausalLM,1.2B,1200000000,mlx,False,False,Lfm2Config,False,2026
754,unsloth/Qwen3-14B-GGUF,40176,132,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
755,LykosAI/GPT-Prompt-Expansion-Fooocus-v2,40148,18,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2023
756,LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct,40137,418,exaone,ExaoneForCausalLM,7.8B,7800000000,transformers,True,False,,False,2024
757,Qwen/Qwen3Guard-Gen-4B,40072,49,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
758,Jackrong/Qwen3.5-2B-Claude-4.6-Opus-Reasoning-Distilled-GGUF,39625,163,qwen3_5,Qwen3_5ForConditionalGeneration,2B,2000000000,,False,False,Qwen3_5Config,False,2026
759,unsloth/Llama-3.2-3B,39351,18,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
760,ibm-granite/granite-3b-code-base-2k,39292,38,llama,LlamaForCausalLM,3b,3000000000,transformers,False,False,LlamaConfig,True,2024
761,zai-org/GLM-4.6,39278,1221,glm4_moe,Glm4MoeForCausalLM,357B,356785898816,transformers,False,True,Glm4MoeConfig,False,2025
762,allenai/Olmo-Hybrid-7B,39157,59,olmo_hybrid,OlmoHybridForCausalLM,7B,7000000000,transformers,False,False,OlmoHybridConfig,False,2026
763,RedHatAI/gpt-oss-20b,39132,5,gpt_oss,GptOssForCausalLM,20b,20000000000,,False,False,GptOssConfig,False,2025
764,unsloth/Qwen3-1.7B-GGUF,39079,68,qwen3,Qwen3ForCausalLM,1.7B,1700000000,transformers,False,False,Qwen3Config,True,2025
765,Ttimofeyka/MistralRP-Noromaid-NSFW-Mistral-7B-GGUF,39037,94,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2024
766,bigcode/gpt_bigcode-santacoder,38872,27,gpt_bigcode,GPTBigCodeForCausalLM,1.1B,1124886528,transformers,False,False,GPTBigCodeConfig,False,2023
767,Qwen/Qwen3-235B-A22B-Thinking-2507,38825,404,qwen3_moe,Qwen3MoeForCausalLM,235B,235000000000,transformers,False,True,Qwen3MoeConfig,False,2025
768,deepseek-ai/deepseek-coder-1.3b-instruct,38398,163,llama,LlamaForCausalLM,1.3b,1300000000,transformers,False,False,LlamaConfig,True,2023
769,ByteDance-Seed/academic-ds-9B,38365,14,deepseek_v3,DeepseekV3ForCausalLM,9B,9000000000,transformers,False,True,DeepseekV3Config,False,2025
770,lmstudio-community/Phi-4-reasoning-plus-MLX-4bit,38067,1,phi3,Phi3ForCausalLM,2.3B,2290897920,mlx,False,False,Phi3Config,True,2025
771,upstage/solar-pro-preview-instruct,38061,456,solar,SolarForCausalLM,,,transformers,False,False,SolarConfig,False,2024
772,deepseek-ai/deepseek-moe-16b-chat,37849,157,deepseek,DeepseekForCausalLM,16b,16000000000,transformers,False,True,DeepseekConfig,False,2024
773,deepseek-ai/deepseek-math-7b-instruct,37735,151,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2024
774,Qwen/Qwen2-72B-Instruct,37576,718,qwen2,Qwen2ForCausalLM,72B,72000000000,transformers,False,False,Qwen2Config,True,2024
775,llm-jp/llm-jp-3-150m,37419,5,llama,LlamaForCausalLM,0.15B,152318464,transformers,False,False,LlamaConfig,True,2025
776,mlx-community/DeepSeek-V4-Flash-2bit-DQ,37389,42,deepseek_v4,DeepseekV4ForCausalLM,30B,30001942615,mlx,False,True,DeepseekV4Config,False,2026
777,HuggingFaceTB/SmolLM-135M-Instruct,37349,137,llama,LlamaForCausalLM,0.13B,134515008,transformers,False,False,LlamaConfig,True,2024
778,gratefulasi/lumeleto,37325,1,gpt2,GPT2LMHeadModel,0.12B,124439808,,False,False,GPT2Config,False,2025
779,Dream-org/Dream-v0-Base-7B,36984,53,Dream,DreamModel,7B,7000000000,transformers,False,False,DreamConfig,False,2025
780,allenai/OLMo-2-1124-7B-Instruct,36970,49,olmo2,Olmo2ForCausalLM,7B,7000000000,transformers,False,False,Olmo2Config,True,2024
781,unsloth/Qwen3-1.7B-Base,36917,5,qwen3,Qwen3ForCausalLM,1.7B,1700000000,transformers,False,False,Qwen3Config,True,2025
782,twinkle-ai/gemma-3-4B-T1-it,36882,41,gemma3_text,Gemma3ForCausalLM,4B,4000000000,transformers,False,False,Gemma3TextConfig,False,2026
783,Abiray/Qwen3.6-27B-AEON-Ultimate-Uncensored-GGUF,36838,13,,,27B,27000000000,,False,False,,False,2026
784,nvidia/Kimi-K2.6-NVFP4,36700,20,kimi_k25,KimiK25ForConditionalGeneration,,,Model Optimizer,False,False,KimiK25Config,False,2026
785,microsoft/FrogBoss-32B-2510,36678,29,qwen3,Qwen3ForCausalLM,32B,32000000000,transformers,False,False,Qwen3Config,True,2026
786,optimum-intel-internal-testing/phi-3.5-moe-tiny-random,36654,0,phimoe,PhiMoEForCausalLM,0.0B,1110112,transformers,False,True,PhiMoEConfig,False,2025
787,inclusionAI/Ring-2.5-1T,36646,245,bailing_hybrid,BailingMoeV2_5ForCausalLM,1012B,1012474606720,transformers,False,True,BailingMoeV2_5Config,False,2026
788,muse-bench/MUSE-books_target,36606,0,llama,LlamaForCausalLM,6.7B,6738415616,transformers,False,False,LlamaConfig,True,2024
789,tartuNLP/Llammas-base-p1-GPT-4o-human-error-mix-paragraph-GEC,36533,0,llama,LlamaForCausalLM,6.7B,6738415616,transformers,False,False,LlamaConfig,True,2025
790,stelterlab/NVIDIA-Nemotron-3-Nano-30B-A3B-AWQ,36381,10,,,30B,30000000000,transformers,False,False,NemotronHConfig,False,2026
791,kyujinpy/Ko-PlatYi-6B,36301,7,llama,LlamaForCausalLM,6B,6000000000,transformers,False,False,LlamaConfig,True,2023
792,allenai/OLMoE-1B-7B-0924-Instruct,36261,96,olmoe,OlmoeForCausalLM,6.9B,6919161856,transformers,False,True,OlmoeConfig,False,2024
793,bharatgenai/Param2-17B-A2.4B-Thinking,35914,66,param2moe,Param2MoEForCausalLM,17B,17151141760,transformers,False,True,Param2MoEConfig,False,2026
794,upstage/Solar-Open-100B,35516,475,solar_open,SolarOpenForCausalLM,100B,100000000000,transformers,False,False,SolarOpenConfig,False,2025
795,lmstudio-community/MiniMax-M2.5-MLX-8bit,35286,3,minimax_m2,MiniMaxM2ForCausalLM,64B,64319603200,transformers,False,False,,False,2026
796,nytopop/Qwen3-8B.w8a8,35219,1,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
797,openai/gpt-oss-safeguard-120b,35127,96,gpt_oss,GptOssForCausalLM,120b,120000000000,transformers,False,False,GptOssConfig,False,2025
798,deepseek-ai/deepseek-llm-7b-base,35058,143,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2023
799,Qwen/Qwen3-Coder-480B-A35B-Instruct,34969,1336,qwen3_moe,Qwen3MoeForCausalLM,480B,480000000000,transformers,False,True,Qwen3MoeConfig,False,2025
800,optimum-intel-internal-testing/tiny-random-gpt-oss-mxfp4,34963,0,gpt_oss,GptOssForCausalLM,0.01B,6865444,transformers,False,False,GptOssConfig,False,2025
801,unsloth/Phi-3-mini-4k-instruct-bnb-4bit,34479,43,mistral,MistralForCausalLM,3.9B,3934684862,transformers,False,False,MistralConfig,True,2024
802,stabilityai/stablelm-zephyr-3b,34465,261,stablelm,StableLmForCausalLM,3b,3000000000,transformers,False,False,StableLmConfig,False,2023
803,echarlaix/tiny-random-PhiForCausalLM,34333,0,phi,PhiForCausalLM,0.0B,80074,transformers,False,False,PhiConfig,False,2024
804,Rakuten/RakutenAI-3.0,34232,76,deepseek_v3,DeepseekV3ForCausalLM,671B,671067257432,,False,True,DeepseekV3Config,False,2026
805,yujiepan/llama-2-tiny-random,34218,1,llama,LlamaForCausalLM,0.0B,513050,transformers,False,False,LlamaConfig,True,2023
806,mrs83/Kurtis-EON1-Hybrid-0.7B-v0.1.0,33954,0,echo_hybrid,HybridEchoForCausalLM,0.7B,700000000,transformers,True,False,,False,2026
807,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,33825,4,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
808,Qwen/Qwen1.5-1.8B-Chat,33738,74,qwen2,Qwen2ForCausalLM,1.8B,1800000000,transformers,False,False,Qwen2Config,True,2024
809,zai-org/GLM-4.5-Air-FP8,33733,81,glm4_moe,Glm4MoeForCausalLM,,,transformers,False,True,Glm4MoeConfig,False,2025
810,huihui-ai/Huihui-gpt-oss-20b-BF16-abliterated,33731,206,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
811,TheBloke/merlyn-education-safety-AWQ,33677,0,gpt_neox,GPTNeoXForCausalLM,12B,11846072320,transformers,False,False,GPTNeoXConfig,False,2023
812,unsloth/Nemotron-3-Nano-30B-A3B,33618,14,,,30B,30000000000,transformers,False,False,NemotronHConfig,False,2025
813,ai-forever/rugpt3small_based_on_gpt2,33612,55,gpt2,GPT2LMHeadModel,,,transformers,False,False,GPT2Config,False,2022
814,mlx-community/Josiefied-Qwen3-8B-abliterated-v1-4bit,33305,5,qwen3,Qwen3ForCausalLM,8B,8000000000,mlx,False,False,Qwen3Config,True,2025
815,unsloth/Llama-3.2-1B-Instruct-bnb-4bit,33187,22,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
816,openchat/openchat_3.5,33182,1140,mistral,MistralForCausalLM,,,transformers,False,False,MistralConfig,True,2023
817,QuantTrio/GLM-4.7-Flash-AWQ,33095,13,glm4_moe_lite,Glm4MoeLiteForCausalLM,31B,31221488576,transformers,False,True,Glm4MoeLiteConfig,False,2026
818,baidu/ERNIE-4.5-21B-A3B-Thinking,33087,786,ernie4_5_moe,Ernie4_5_MoeForCausalLM,21B,21000000000,transformers,False,True,Ernie4_5_MoeConfig,False,2025
819,Qwen/Qwen3-Next-80B-A3B-Thinking,33048,488,qwen3_next,Qwen3NextForCausalLM,80B,80000000000,transformers,False,False,Qwen3NextConfig,False,2025
820,TeichAI/Qwen3-14B-Claude-4.5-Opus-High-Reasoning-Distill-GGUF,32958,323,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
821,anrilombard/mzansilm-125m,32849,19,llama,LlamaForCausalLM,0.13B,125008384,transformers,False,False,,False,2026
822,ByteDance-Seed/Seed-OSS-36B-Instruct,32840,498,seed_oss,SeedOssForCausalLM,36B,36000000000,transformers,False,False,SeedOssConfig,False,2025
823,pfnet/plamo-2-1b,32710,39,plamo2,Plamo2ForCausalLM,1b,1000000000,transformers,False,False,Plamo2Config,False,2025
824,QuantTrio/MiniMax-M2.7-AWQ,32702,8,minimax_m2,MiniMaxM2ForCausalLM,229B,228689764864,transformers,False,False,MiniMaxM2Config,False,2026
825,lmstudio-community/Qwen3-30B-A3B-Instruct-2507-MLX-4bit,32522,7,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
826,unsloth/gemma-3-270m-it,32455,23,gemma3_text,Gemma3ForCausalLM,0.27B,268098176,transformers,False,False,Gemma3TextConfig,False,2025
827,nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8,32437,24,nemotron_h,NemotronHForCausalLM,4B,4000000000,transformers,False,False,NemotronHConfig,False,2026
828,StanfordAIMI/GREEN-RadLlama2-7b,32420,7,llama,LlamaForCausalLM,7b,7000000000,transformers,False,False,LlamaConfig,True,2024
829,Qwen/Qwen2.5-Coder-0.5B,32406,54,qwen2,Qwen2ForCausalLM,0.5B,500000000,transformers,False,False,Qwen2Config,True,2024
830,Qwen/Qwen2.5-14B-Instruct-GPTQ-Int8,32398,25,qwen2,Qwen2ForCausalLM,14B,14000000000,transformers,False,False,Qwen2Config,True,2024
831,unsloth/gemma-2-9b-it,32317,11,gemma2,Gemma2ForCausalLM,9b,9000000000,transformers,False,False,Gemma2Config,False,2024
832,inclusionAI/Ling-mini-2.0,32057,193,bailing_moe,BailingMoeV2ForCausalLM,16B,16255643392,transformers,False,True,BailingMoeV2Config,False,2025
833,lmstudio-community/ERNIE-4.5-21B-A3B-MLX-4bit,31967,1,ernie4_5_moe,Ernie4_5_MoeForCausalLM,21B,21000000000,transformers,False,True,,False,2025
834,allenai/Olmo-3-1125-32B,31916,117,olmo3,Olmo3ForCausalLM,32B,32000000000,transformers,False,False,Olmo3Config,False,2025
835,Snowflake/snowflake-arctic-instruct,31875,360,arctic,ArcticForCausalLM,,,transformers,False,True,ArcticConfig,False,2024
836,lmstudio-community/Qwen3-1.7B-MLX-8bit,31573,1,qwen3,Qwen3ForCausalLM,1.7B,1700000000,mlx,False,False,Qwen3Config,True,2025
837,lmstudio-community/ERNIE-4.5-21B-A3B-MLX-8bit,31516,1,ernie4_5_moe,Ernie4_5_MoeForCausalLM,21B,21000000000,transformers,False,True,,False,2025
838,pfnet/plamo-3-nict-2b-base,31483,5,plamo3,Plamo3ForCausalLM,2b,2000000000,transformers,True,False,,False,2025
839,unsloth/gpt-oss-20b-bnb-4bit,31479,14,gpt_oss,GptOssForCausalLM,20b,20000000000,transformers,False,False,GptOssConfig,False,2025
840,lmstudio-community/ERNIE-4.5-21B-A3B-MLX-6bit,31472,1,ernie4_5_moe,Ernie4_5_MoeForCausalLM,21B,21000000000,transformers,False,True,,False,2025
841,google/gemma-7b-it,31469,1246,gemma,GemmaForCausalLM,7b,7000000000,transformers,True,False,,False,2024
842,LGAI-EXAONE/EXAONE-4.0-32B,31405,281,exaone4,Exaone4ForCausalLM,32B,32000000000,transformers,False,False,Exaone4Config,False,2025
843,GeneralAnalysis/GA_Guard_Lite,31400,5,qwen3,Qwen3ForCausalLM,0.6B,595790848,transformers,True,False,,False,2025
844,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,31329,5,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2024
845,GeneralAnalysis/GA_Guard_Thinking,31306,2,qwen3,Qwen3ForCausalLM,4B,4021820416,transformers,True,False,,False,2025
846,EleutherAI/gpt-neo-1.3B,31155,324,gpt_neo,GPTNeoForCausalLM,1.3B,1300000000,transformers,False,False,GPTNeoConfig,False,2022
847,ibm-ai-platform/Bamba-9B-v1,31151,36,bamba,BambaForCausalLM,9B,9000000000,transformers,False,False,BambaConfig,False,2024
848,OrionStarAI/Orion-14B-Chat,31129,68,orion,OrionForCausalLM,14B,14000000000,transformers,False,False,OrionConfig,False,2024
849,microsoft/bitnet-b1.58-2B-4T-bf16,30974,41,bitnet,BitNetForCausalLM,2B,2000000000,transformers,False,False,,False,2025
850,skt/A.X-K1,30972,281,AXK1,AXK1ForCausalLM,519B,518983059456,transformers,False,False,AXK1Config,False,2025
851,maidacundo/open-mythos-140m,30967,1,open_mythos,OpenMythosForCausalLM,0.1B,95907328,transformers,False,False,,False,2026
852,unsloth/llama-3-8b-Instruct,30926,67,llama,LlamaForCausalLM,8b,8000000000,transformers,False,False,LlamaConfig,True,2024
853,hugohrban/progen2-small,30926,2,progen,ProGenForCausalLM,0.15B,151148576,transformers,False,False,ProGenConfig,False,2024
854,ibm-granite/granite-3.3-2b-instruct,30884,85,granite,GraniteForCausalLM,2b,2000000000,transformers,False,False,GraniteConfig,True,2025
855,unsloth/Kimi-K2-Instruct-GGUF,30754,229,deepseek_v3,DeepseekV3ForCausalLM,,,transformers,False,True,,False,2025
856,CohereLabs/c4ai-command-r7b-12-2024,30748,420,cohere2,Cohere2ForCausalLM,8B,8028033024,transformers,True,False,,False,2024
857,lmstudio-community/Qwen3-1.7B-MLX-4bit,30573,0,qwen3,Qwen3ForCausalLM,1.7B,1700000000,mlx,False,False,Qwen3Config,True,2025
858,lmstudio-community/Qwen3-8B-MLX-4bit,30557,3,qwen3,Qwen3ForCausalLM,8B,8000000000,mlx,False,False,Qwen3Config,True,2025
859,mlx-community/DeepSeek-V4-Flash-4bit,30544,13,deepseek_v4,DeepseekV4ForCausalLM,53B,53154500695,mlx,False,True,DeepseekV4Config,False,2026
860,IQuestLab/IQuest-Coder-V1-40B-Loop-Instruct,30531,329,iquestloopcoder,IQuestLoopCoderForCausalLM,40B,40000000000,transformers,False,False,IQuestLoopCoderConfig,False,2025
861,zai-org/GLM-4-9B-0414,30525,104,glm4,Glm4ForCausalLM,9B,9000000000,transformers,False,False,Glm4Config,False,2025
862,BAAI/AquilaChat2-7B,30508,17,aquila,AquilaForCausalLM,7B,7000000000,transformers,False,False,AquilaConfig,False,2023
863,IQuestLab/IQuest-Coder-V1-40B-Instruct,30471,291,iquestcoder,IQuestCoderForCausalLM,40B,40000000000,transformers,False,False,IQuestCoderConfig,False,2025
864,lmstudio-community/Qwen3-1.7B-MLX-bf16,30350,2,qwen3,Qwen3ForCausalLM,1.7B,1700000000,mlx,False,False,Qwen3Config,True,2025
865,ibm-granite/granite-4.0-micro-base,30318,40,granitemoehybrid,GraniteMoeHybridForCausalLM,3.4B,3402836480,transformers,False,True,GraniteMoeHybridConfig,True,2025
866,contextboxai/Qwen3-1.7B-FC,30219,1,qwen3,Qwen3ForCausalLM,1.7B,1700000000,transformers,False,False,Qwen3Config,True,2025
867,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,30215,3,qwen2,Qwen2ForCausalLM,1.5B,1500000000,transformers,False,False,Qwen2Config,True,2025
868,unsloth/Meta-Llama-3.1-8B-bnb-4bit,30169,110,llama,LlamaForCausalLM,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
869,TechxGenus/gemma-1.1-2b-it-GPTQ,30146,1,gemma,GemmaForCausalLM,2b,2000000000,transformers,False,False,GemmaConfig,False,2024
870,mlx-community/deepseek-ai-DeepSeek-V4-Flash-8bit,30111,12,deepseek_v4,DeepseekV4ForCausalLM,80B,80028880983,mlx,False,True,DeepseekV4Config,False,2026
871,unsloth/Llama-3.2-1B-Instruct-GGUF,30087,64,llama,LlamaForCausalLM,1B,1000000000,transformers,False,False,LlamaConfig,True,2024
872,FrontiersMind/Nandi-Mini-150M-Tool-Calling,30070,55,nandi,NandiForCausalLM,0.15B,153412928,transformers,False,False,NandiConfig,False,2026
873,unsloth/Phi-4-mini-instruct-GGUF,30033,98,phi3,Phi3ForCausalLM,,,transformers,False,False,,False,2025
874,katuni4ka/tiny-random-phi3,30014,0,phi3,Phi3ForCausalLM,0.0B,3106032,transformers,False,False,Phi3Config,True,2024
875,FrontiersMind/Nandi-Mini-150M-Instruct,29905,54,nandi,NandiForCausalLM,0.15B,153412928,transformers,False,False,NandiConfig,False,2026
876,amazon/GKA-primed-HQwen3-32B-Instruct,29831,2,hybrid_qwen3,HybridQwen3ForCausalLM,32B,32000000000,transformers,False,False,,False,2026
877,mlabonne/NeuralMonarch-7B,29829,12,mistral,MistralForCausalLM,7B,7000000000,transformers,False,False,MistralConfig,True,2024
878,lmstudio-community/Qwen3-30B-A3B-Instruct-2507-MLX-8bit,29821,4,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
879,google/codegemma-2b,29489,98,gemma,GemmaForCausalLM,2b,2000000000,transformers,True,False,,False,2024
880,Harvard-DCML/boomerang-qwen3-2.3B,29395,3,qwen3,Qwen3ForCausalLM,2.3B,2300000000,transformers,False,False,Qwen3Config,True,2025
881,lmstudio-community/Qwen3-30B-A3B-Instruct-2507-MLX-6bit,29235,0,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,transformers,False,True,Qwen3MoeConfig,False,2025
882,unsloth/Llama-3.2-3B-bnb-4bit,29232,22,llama,LlamaForCausalLM,3B,3000000000,transformers,False,False,LlamaConfig,True,2024
883,RedHatAI/Qwen3-30B-A3B-NVFP4,29071,2,qwen3_moe,Qwen3MoeForCausalLM,30B,30000000000,,False,True,Qwen3MoeConfig,False,2025
884,Qwen/Qwen2.5-Coder-3B-Instruct-AWQ,29067,5,qwen2,Qwen2ForCausalLM,3B,3000000000,transformers,False,False,Qwen2Config,True,2024
885,tiiuae/falcon-40b,29042,2437,falcon,FalconForCausalLM,40b,40000000000,transformers,False,False,FalconConfig,False,2023
886,Qwen/CodeQwen1.5-7B-Chat,28884,353,qwen2,Qwen2ForCausalLM,7B,7000000000,transformers,False,False,Qwen2Config,True,2024
887,microsoft/Phi-3-medium-4k-instruct,28811,227,phi3,Phi3ForCausalLM,14B,13960238080,transformers,False,False,Phi3Config,True,2024
888,txn545/Qwen3.5-35B-A3B-NVFP4,28796,5,qwen3_5_moe,Qwen3_5MoeForConditionalGeneration,35B,35000000000,Model Optimizer,False,True,Qwen3_5MoeConfig,False,2026
889,unsloth/Llama-3.3-70B-Instruct-bnb-4bit,28725,52,llama,LlamaForCausalLM,70B,70000000000,transformers,False,False,LlamaConfig,True,2024
890,Qwen/Qwen2-72B,28695,200,qwen2,Qwen2ForCausalLM,72B,72000000000,transformers,False,False,Qwen2Config,True,2024
891,cyankiwi/Nemotron-Orchestrator-8B-AWQ-8bit,28388,4,qwen3,Qwen3ForCausalLM,8B,8000000000,transformers,False,False,Qwen3Config,True,2025
892,speakleash/Bielik-Minitron-7B-v3.0-Instruct,28379,24,llama,LlamaForCausalLM,7B,7000000000,transformers,True,False,,False,2026
893,mlx-community/Qwen3-Embedding-0.6B-4bit-DWQ,28369,8,qwen3,Qwen3ForCausalLM,0.6B,600000000,mlx,False,False,Qwen3Config,True,2025
894,SanctumAI/gemma-2-9b-it-GGUF,28350,7,gemma2,,9b,9000000000,transformers,False,False,Gemma2Config,False,2024
895,lmstudio-community/Qwen3-8B-MLX-8bit,28276,2,qwen3,Qwen3ForCausalLM,8B,8000000000,mlx,False,False,Qwen3Config,True,2025
896,arcee-ai/AFM-4.5B-Base,28231,34,arcee,ArceeForCausalLM,4.5B,4500000000,transformers,False,False,ArceeConfig,False,2025
897,nvidia/Minitron-8B-Base,28205,70,nemotron,NemotronForCausalLM,8B,8000000000,transformers,False,False,NemotronConfig,False,2024
898,amd/MiniMax-M2.7-MXFP4,28176,0,minimax_m2,MiniMaxM2ForCausalLM,123B,123370791424,transformers,False,False,MiniMaxM2Config,False,2026
899,MiniMaxAI/MiniMax-Text-01-hf,28124,11,minimax,MiniMaxForCausalLM,,,transformers,False,False,MiniMaxConfig,False,2025
900,EleutherAI/pythia-1b-deduped,27913,19,gpt_neox,GPTNeoXForCausalLM,1b,1000000000,transformers,False,False,GPTNeoXConfig,False,2023
901,cyankiwi/Hermes-4-14B-AWQ-4bit,27873,4,qwen3,Qwen3ForCausalLM,14B,14000000000,transformers,False,False,Qwen3Config,True,2025
902,CohereLabs/c4ai-command-r-v01,27805,1104,cohere,CohereForCausalLM,,,transformers,True,False,,False,2024
903,LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,27717,187,exaone,ExaoneForCausalLM,2.4B,2400000000,transformers,False,False,ExaoneConfig,False,2024
904,unsloth/Qwen3-4B-Base,27612,5,qwen3,Qwen3ForCausalLM,4B,4000000000,transformers,False,False,Qwen3Config,True,2025
905,LiquidAI/LFM2.5-1.2B-Thinking,27458,346,lfm2,Lfm2ForCausalLM,1.2B,1200000000,transformers,False,False,Lfm2Config,False,2026
906,SanctumAI/Meta-Llama-3.1-8B-Instruct-GGUF,27297,18,llama,,8B,8000000000,transformers,False,False,LlamaConfig,True,2024
907,lmstudio-community/MiniMax-M2.5-MLX-4bit,27275,0,minimax_m2,MiniMaxM2ForCausalLM,36B,35739582976,transformers,False,False,,False,2026
